ID,Case Number,Date,Block,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year,Updated On,Latitude,Longitude
23220,JA209712,4/2/2017 13:15,083XX S ADA ST,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,613,6,21,71,2017,4/15/2017 15:51,41.74242572,-87.65716494
23223,JA208557,4/3/2017 9:45,021XX N TRIPP AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,2522,25,30,20,2017,4/10/2017 15:50,41.91978541,-87.73275879
23224,JA210752,4/3/2017 12:34,013XX S KARLOV AVE,FIRST DEGREE MURDER,APARTMENT,FALSE,TRUE,1011,10,24,29,2017,4/10/2017 15:50,41.86331157,-87.72752389
23225,JA212856,4/4/2017 23:21,056XX S ELIZABETH ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,713,7,16,67,2017,4/11/2017 15:57,41.79183561,-87.65602985
23226,JA213482,4/5/2017 15:40,013XX S LAWNDALE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1011,10,24,29,2017,4/12/2017 15:51,41.86379767,-87.71778706
23238,G647504,2/11/2017 18:32,011XX W 51ST ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,933,9,16,61,2017,4/13/2017 15:51,41.80145849,-87.65441013
23228,JA215999,4/7/2017 14:13,003XX N CENTRAL AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1512,15,29,25,2017,4/14/2017 15:50,41.88675567,-87.76509592
23229,JA216466,4/7/2017 19:12,049XX S KOSTNER AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,815,8,23,57,2017,4/14/2017 15:50,41.80337655,-87.73324928
23234,JA215572,4/7/2017 6:35,050XX N OAK PARK AVE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,1613,16,41,10,2017,4/14/2017 15:50,41.97253017,-87.79665486
23230,JA217533,4/8/2017 19:03,012XX W 81ST ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,613,6,21,71,2017,4/15/2017 15:52,41.74684459,-87.65446183
23231,JA218894,4/9/2017 19:30,131XX S LANGLEY AVE,FIRST DEGREE MURDER,CHA PARKING LOT,FALSE,FALSE,533,5,9,54,2017,4/16/2017 15:50,41.65665763,-87.6051301
23232,JA218923,4/9/2017 21:07,107XX S GREEN BAY AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,432,4,10,52,2017,4/16/2017 15:50,41.70003533,-87.54134273
23233,JA218120,4/9/2017 6:39,048XX N ROCKWELL ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2031,20,47,4,2017,4/16/2017 15:50,41.96907254,-87.69381415
23227,JA214860,4/6/2017 17:06,023XX E 83RD ST,FIRST DEGREE MURDER,STREET,TRUE,FALSE,412,4,8,46,2017,4/17/2017 16:05,41.74443402,-87.56825421
23241,JA154850,2/15/2017 15:27,039XX S ALBANY AVE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,921,9,14,58,2017,4/17/2017 16:05,41.82138182,-87.70202533
23237,JA220249,4/10/2017 22:20,111XX S INDIANA AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,531,5,9,49,2017,4/17/2017 16:10,41.69167544,-87.61824931
23236,JA219986,4/10/2017 20:25,116XX S BISHOP ST,FIRST DEGREE MURDER,STREET,TRUE,FALSE,524,5,34,53,2017,7/1/2017 15:45,41.6825598,-87.65788725
23235,JA219211,4/10/2017 5:33,094XX S FOREST AVE,FIRST DEGREE MURDER,YARD,TRUE,TRUE,633,6,6,49,2017,4/18/2017 15:57,41.72282963,-87.61658893
23239,JA219528,4/11/2017 14:59,043XX W 15TH ST,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1011,10,24,29,2017,6/24/2017 15:47,41.860582,-87.73293498
23240,JA221874,4/12/2017 13:04,054XX W KAMERLING AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2532,25,37,25,2017,4/19/2017 15:53,41.90489776,-87.76175749
23148,JA158021,2/18/2017 3:00,050XX S ASHLAND AVE,FIRST DEGREE MURDER,CLUB,TRUE,FALSE,933,9,16,61,2017,4/20/2017 15:55,41.80242504,-87.66480139
23242,JA226662,4/16/2017 2:57,013XX S FAIRFIELD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1023,10,28,29,2017,4/23/2017 15:49,41.8634979,-87.69455159
23243,JA227655,4/17/2017 3:53,002XX W GARFIELD BLVD,FIRST DEGREE MURDER,STREET,TRUE,FALSE,935,9,3,37,2017,4/24/2017 15:57,41.79453381,-87.63143854
23244,JA228030,4/17/2017 11:53,070XX S CHAPPEL AVE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,331,3,5,43,2017,4/25/2017 15:53,41.76680972,-87.57509604
23245,JA229146,4/18/2017 8:30,051XX S HALSTED ST,FIRST DEGREE MURDER,GAS STATION,FALSE,FALSE,935,9,3,61,2017,4/25/2017 15:55,41.80135513,-87.64534128
23246,JA229146,4/18/2017 8:30,051XX S HALSTED ST,FIRST DEGREE MURDER,GAS STATION,FALSE,FALSE,935,9,3,61,2017,4/25/2017 15:55,41.80135513,-87.64534128
23251,HZ297062,4/18/2017 8:00,015XX S ALBANY AVE,FIRST DEGREE MURDER,NURSING HOME,TRUE,FALSE,1022,10,24,29,2017,5/6/2017 15:49,41.85983691,-87.70296877
23247,JA230334,4/19/2017 0:13,107XX S INDIANA AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,513,5,9,49,2017,4/26/2017 15:52,41.69930032,-87.61843216
23250,JA234229,4/21/2017 22:42,059XX S PAULINA ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,714,7,15,67,2017,4/28/2017 15:58,41.78605879,-87.6668048
23249,JA233976,4/21/2017 19:30,065XX S DR MARTIN LUTHER KING JR DR,FIRST DEGREE MURDER,CHA HALLWAY,TRUE,FALSE,312,3,20,69,2017,8/11/2017 15:52,41.77601854,-87.61552043
23252,JA235159,4/22/2017 21:13,028XX E 76TH ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,421,4,7,43,2017,4/29/2017 15:49,41.7582656,-87.55644217
23253,JA236412,4/23/2017 20:33,007XX N SACRAMENTO BLVD,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1221,12,27,23,2017,4/30/2017 15:50,41.89510995,-87.70218863
23254,JA235987,4/23/2017 13:06,097XX S YALE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,511,5,21,49,2017,4/30/2017 15:50,41.71714248,-87.62976127
23255,JA236366,4/23/2017 19:59,002XX W 61ST PL,FIRST DEGREE MURDER,STREET,FALSE,FALSE,711,7,20,68,2017,4/30/2017 15:50,41.78258406,-87.63215185
23256,JA235961,4/23/2017 14:00,004XX E GARFIELD BLVD,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,233,2,20,40,2017,4/30/2017 15:50,41.79449891,-87.61557463
23257,JA237245,4/24/2017 15:07,069XX S DORCHESTER AVE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,321,3,5,43,2017,5/1/2017 15:53,41.768448,-87.59105557
23259,JA237720,4/24/2017 19:32,029XX W WASHINGTON BLVD,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1222,12,2,27,2017,5/1/2017 15:53,41.88286083,-87.69991121
23258,JA237710,4/24/2017 20:00,069XX S HONORE ST,FIRST DEGREE MURDER,STREET,TRUE,FALSE,735,7,17,67,2017,5/13/2017 15:46,41.76791813,-87.66997282
23260,JA238126,4/25/2017 7:00,014XX W JONQUIL TER,FIRST DEGREE MURDER,STAIRWELL,FALSE,FALSE,2422,24,49,1,2017,5/2/2017 15:50,42.02112688,-87.66723333
23261,JA241596,4/27/2017 17:15,084XX S PAXTON AVE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,412,4,8,46,2017,5/4/2017 15:57,41.74209186,-87.57095322
23262,JA242521,4/28/2017 11:30,002XX S KILPATRICK AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1113,11,28,25,2017,5/5/2017 15:50,41.87767459,-87.74272602
23263,JA243152,4/28/2017 19:36,006XX N LOREL AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1524,15,37,25,2017,5/5/2017 15:50,41.89167157,-87.75922001
23264,JA243423,4/28/2017 23:22,025XX N KOSTNER AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2524,25,31,20,2017,5/5/2017 15:50,41.92623271,-87.73665602
23265,JA243044,4/28/2017 17:30,096XX S WENTWORTH AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,511,5,21,49,2017,5/5/2017 15:50,41.71886426,-87.628596
23266,JA241882,4/29/2017 16:09,049XX W GEORGE ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,2521,25,31,19,2017,5/6/2017 15:51,41.93331482,-87.74986097
23267,JA245787,5/1/2017 2:21,027XX W 51ST ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,923,9,14,63,2017,5/8/2017 16:02,41.801003,-87.69313716
23268,JA251972,5/5/2017 16:51,045XX S DREXEL BLVD,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,222,2,4,39,2017,5/12/2017 15:47,41.81251053,-87.60395807
23269,JA253847,5/7/2017 4:42,025XX W 46TH PL,FIRST DEGREE MURDER,STREET,FALSE,FALSE,922,9,12,58,2017,5/14/2017 15:48,41.809291,-87.68827885
23270,JA253804,5/7/2017 5:04,071XX W DIVERSEY AVE,FIRST DEGREE MURDER,RESTAURANT,FALSE,FALSE,2511,25,36,18,2017,5/14/2017 15:48,41.93076129,-87.80572224
23271,JA254461,5/7/2017 17:25,025XX W 46TH PL,FIRST DEGREE MURDER,STREET,FALSE,FALSE,922,9,12,58,2017,5/14/2017 15:48,41.80929088,-87.68825684
23272,JA254461,5/7/2017 17:45,025XX W 46TH PL,FIRST DEGREE MURDER,STREET,FALSE,FALSE,922,9,12,58,2017,5/14/2017 15:48,41.80929088,-87.68825684
23279,JA253691,5/7/2017 0:19,048XX S LA CROSSE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,814,8,23,56,2017,5/15/2017 15:51,41.8044491,-87.74429394
23273,JA255920,5/8/2017 19:56,054XX S INDIANA AVE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,231,2,3,40,2017,7/21/2017 15:50,41.79571192,-87.62087129
23274,JA256637,5/9/2017 13:22,023XX E 95TH ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,431,4,7,51,2017,5/16/2017 15:52,41.72257252,-87.56696778
23275,JA257447,5/9/2017 22:30,092XX S CHAPPEL AVE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,413,4,8,48,2017,5/16/2017 15:52,41.72736861,-87.57426317
23276,JA257711,5/10/2017 9:28,012XX S INDEPENDENCE BLVD,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1011,10,24,29,2017,5/17/2017 15:52,41.86523975,-87.72008978
23277,JA258188,5/10/2017 15:11,038XX W OGDEN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1014,10,24,29,2017,5/17/2017 15:52,41.85219792,-87.72142563
23278,JA124851,5/10/2017 22:06,003XX S CALIFORNIA AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1125,11,2,27,2017,5/17/2017 15:52,41.87699768,-87.69617969
23280,JA259689,5/11/2017 17:35,011XX N LONG AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1524,15,37,25,2017,5/18/2017 15:53,41.9015646,-87.76087623
23281,JA260171,5/12/2017 1:57,101XX S LA SALLE ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,511,5,9,49,2017,5/19/2017 15:52,41.70995576,-87.62718441
23282,JA260250,5/12/2017 2:52,001XX N CALIFORNIA AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1222,12,2,27,2017,5/19/2017 15:52,41.88327469,-87.69634502
23283,JA261596,5/12/2017 23:10,114XX S MAY ST,FIRST DEGREE MURDER,STREET,TRUE,FALSE,2234,22,34,75,2017,5/19/2017 15:52,41.68559364,-87.65068361
23284,JA262620,5/13/2017 20:55,000XX W 105TH ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,512,5,34,49,2017,5/20/2017 15:49,41.70351191,-87.624036
23285,JA263317,5/14/2017 12:55,061XX S EBERHART AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,313,3,20,42,2017,5/21/2017 15:55,41.78293376,-87.61326538
23286,JA263411,5/14/2017 14:58,106XX S PARNELL AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2233,22,34,49,2017,5/21/2017 15:55,41.70087186,-87.63659594
23287,JA263441,5/14/2017 17:06,073XX S UNION AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,732,7,17,68,2017,5/21/2017 15:55,41.76099868,-87.64186533
23288,JA262932,5/14/2017 3:09,000XX S CICERO AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1113,11,28,25,2017,5/21/2017 15:55,41.88020959,-87.74526581
23289,JA262932,5/14/2017 4:00,000XX S CICERO AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1113,11,28,25,2017,5/21/2017 15:55,41.88020959,-87.74526581
23290,JA264479,5/15/2017 11:56,005XX E 92ND ST,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,633,6,6,44,2017,5/22/2017 15:58,41.72743088,-87.61073867
23291,JA265862,5/16/2017 11:36,011XX S KARLOV AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1132,11,24,29,2017,5/23/2017 15:50,41.86674249,-87.72763836
23292,JA266961,5/17/2017 1:59,066XX S CARPENTER ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,724,7,17,68,2017,5/24/2017 15:52,41.77330476,-87.65069286
23293,JA267031,5/17/2017 4:15,097XX S MORGAN ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2223,22,21,73,2017,5/24/2017 15:52,41.71712073,-87.64795827
